year_month,vehicle_type,registration_cnt
2025-09,특수,5539
2025-09,승용,1512287
2025-09,승합,36760
2025-09,화물,199754
2025-09,특수,9574
2025-09,승용,618157
2025-09,승합,15912
2025-09,화물,91881
2025-09,특수,4216
2025-09,승용,639682
2025-09,승합,15855
2025-09,화물,85204
2025-09,특수,3950
2025-09,승용,520811
2025-09,승합,12290
2025-09,화물,73726
2025-09,특수,3896
2025-09,승용,183086
2025-09,승합,3874
2025-09,화물,17069
2025-09,특수,902
2025-09,승용,5634955
2025-09,승합,167064
2025-09,화물,854496
2025-09,특수,32338
2025-09,승용,755394
2025-09,승합,25202
2025-09,화물,165977
2025-09,특수,6786
2025-09,승용,1005847
2025-09,승합,35149
2025-09,화물,237609
2025-09,특수,8354
2025-09,승용,1001015
2025-09,승합,34215
2025-09,화물,258220
2025-09,특수,9657
2025-09,승용,1184767
2025-09,승합,41337
2025-09,화물,324352
2025-09,특수,11225
2025-09,승용,1655229
2025-09,승합,44181
2025-09,화물,298993
2025-09,특수,11460
2025-09,승용,609046
2025-09,승합,16337
2025-09,화물,92254
2025-09,특수,2201
2025-09,승용,684004
2025-09,승합,23516
2025-09,화물,165168
2025-09,특수,5656
2025-09,승용,776886
2025-09,승합,27310
2025-09,화물,194524
2025-09,특수,6260
2025-10,승용,2769593
2025-10,승합,81239
2025-10,화물,298704
2025-10,특수,11687
2025-10,승용,1348284
2025-10,승합,34058
2025-10,화물,182098
2025-10,특수,12657
2025-10,승용,1068501
2025-10,승합,25286
2025-10,화물,158515
2025-10,특수,5551
2025-10,승용,1514170
2025-10,승합,36693
2025-10,화물,199880
2025-10,특수,9570
2025-10,승용,617778
2025-10,승합,15859
2025-10,화물,91907
2025-10,특수,4218
2025-10,승용,640215
2025-10,승합,15780
2025-10,화물,85196
2025-10,특수,3954
2025-10,승용,521202
2025-10,승합,12280
2025-10,화물,73713
2025-10,특수,3916
2025-10,승용,183509
2025-10,승합,3869
2025-10,화물,17033
2025-10,특수,912
2025-10,승용,5637413
2025-10,승합,166428
2025-10,화물,854302
2025-10,특수,32446
2025-10,승용,755837
2025-10,승합,25170
2025-10,화물,166051
2025-10,특수,6800
2025-10,승용,1006457
2025-10,승합,35047
2025-10,화물,237607
2025-10,특수,8379
2025-10,승용,1002700
2025-10,승합,34160
2025-10,화물,258323
2025-10,특수,9662
2025-10,승용,1185247
2025-10,승합,41297
2025-10,화물,324423
2025-10,특수,11283
2025-10,승용,1656636
2025-10,승합,44016
2025-10,화물,299062
2025-10,특수,11484
2025-10,승용,609451
2025-10,승합,16285
2025-10,화물,92408
2025-10,특수,2180
2025-10,승용,684393
2025-10,승합,23431
2025-10,화물,165033
2025-10,특수,5653
2025-10,승용,777407
2025-10,승합,27197
2025-10,화물,194438
2025-10,특수,6289
